"ID","pubYear","best_common","common_length","common_first_3","common_last_3","common_last_2","best_full","full_first","full_mid","full_last","full_word_count","stat","bio","optics_count"
33009914,2021,"covdb",5,"cov","vdb","db","coronavirus database","coronavirus","","database",2,"opaque","opaque",1006
26868053,2016,"cld",3,"cld","cld","ld","corvids literature database","corvids","literature","database",3,"opaque","opaque",1006
28595571,2017,"cottonfgd",9,"cot","fgd","gd","cotton functional genomic database","cotton","functional genomic","database",4,"translucent","transparent",12
34992626,2021,"cottongvd",9,"cot","gvd","vd","cotton genomic variation database","cotton","genomic variation","database",4,"translucent","transparent",12
33068433,2021,"covalentindb",12,"cov","ndb","db","covalent inhibitor database","covalent","inhibitor","database",3,"opaque","translucent",94
30717315,2019,"cbd",3,"cbd","cbd","bd","crc biomarker database","crc","biomarker","database",3,"opaque","opaque",1006
26556651,2016,"croppal",7,"cro","pal","al","crop proteins with annotated locations","crop","proteins with annotated","locations",5,"opaque","translucent",94
22916227,2012,"clearpond",9,"cle","ond","nd","cross-linguistic easy-access resource for phonological and orthographic neighborhood densities","cross-linguistic","easy-access resource for phonological and orthographic neighborhood","densities",11,"opaque","opaque",1006
22070882,2012,"cod",3,"cod","cod","od","crystallography open database","crystallography","open","database",3,"opaque","opaque",1006
26989154,2016,"cscdb",5,"csc","cdb","db","cscs database","cscs","","database",2,"opaque","opaque",1006
25885062,2015,"cmmdb",5,"cmm","mdb","db","cucumis melo microsatellites database","cucumis","melo microsatellites","database",4,"opaque","opaque",1006
30321383,2019,"cugendb",7,"cug","ndb","db","cucurbit genomics database","cucurbit","genomics","database",3,"opaque","translucent",94
31979981,2020,"cpad",4,"cpa","pad","ad","curated protein aggregation database","curated","protein aggregation","database",4,"opaque","opaque",1006
27226753,2016,"scratchpads",11,"scr","ads","ds","cyanobacteria culture collection","cyanobacteria","culture","collection",3,"opaque","opaque",1006
26305368,2015,"ckb",3,"ckb","ckb","kb","cyanobacterial knowledgebase","cyanobacterial","","knowledgebase",2,"opaque","opaque",1006
26895996,2016,"cfc",3,"cfc","cfc","fc","cystic fibrosis cloud database","cystic","fibrosis cloud","database",4,"opaque","opaque",1006
28603918,2017,"cftr-france",11,"cft","nce","ce","cystic fibrosis transmembrane conductance regulator - france","cystic","fibrosis transmembrane conductance regulator -","france",6,"opaque","opaque",1006
21738316,2011,"cytred",6,"cyt","red","ed","cytokine receptor database","cytokine","receptor","database",3,"opaque","opaque",1006
31813095,2020,"cmvdb",5,"cmv","vdb","db","cytomegalovirus infection database","cytomegalovirus","infection","database",3,"opaque","opaque",1006
23601403,2013,"fcdb",4,"fcd","cdb","db","czech food composition database","czech","food composition","database",4,"opaque","opaque",1006
21782820,2011,"dfrmli",6,"dfr","mli","li","dana-farber repository for machine learning in immunology","dana-farber","repository for machine learning in","immunology",8,"opaque","opaque",1006
26909679,2016,"dstrd",5,"dst","trd","rd","danshen transcriptional resource database","danshen","transcriptional resource","database",4,"opaque","opaque",1006
33079988,2021,"dkk",3,"dkk","dkk","kk","dark kinase knowledgebase","dark","kinase","knowledgebase",3,"opaque","opaque",1006
25505093,2015,"dixa",4,"dix","ixa","xa","data infrastructure for chemical safety assessment","data","infrastructure for chemical safety","assessment",6,"opaque","opaque",1006
31504765,2020,"gmrepo",6,"gmr","epo","po","data repository for gut microbiota","data","repository for gut","microbiota",5,"opaque","opaque",1006
31409791,2019,"dramp",5,"dra","amp","mp","data repository of antimicrobial peptides","data","repository of antimicrobial","peptides",5,"opaque","opaque",1006
31560645,2019,"dtm",3,"dtm","dtm","tm","data, trends, and maps","data,","trends, and","maps",4,"opaque","opaque",1006
31160594,2019,"pathophenodb",12,"pat","odb","db","database containing pathogen-to-phenotype associations","database","containing pathogen-to-phenotype","associations",6,"opaque","translucent",94
23516335,2013,"debdom",6,"deb","dom","om","database exploring banana diversity of","database","exploring banana diversity","of",5,"opaque","opaque",1006
22102573,2012,"dbeth",5,"dbe","eth","th","database for bacterial exotoxins","database","for bacterial","exotoxins",4,"opaque","opaque",1006
25754864,2015,"mycoclap",8,"myc","lap","ap","database for characterized lignocellulose-active proteins of fungal origin","database","for characterized lignocellulose-active proteins of fungal","origin",9,"opaque","translucent",94
26055100,2015,"dbhimo",6,"dbh","imo","mo","database for histone-modifying enzymes","database","for histone-modifying","enzymes",5,"opaque","opaque",1006
32047897,2021,"trlnc",5,"trl","lnc","nc","database for human regulatory information of lncrnas","database","for human regulatory information of","lncrnas",7,"opaque","translucent",94
33007622,2020,"dinax",5,"din","nax","ax","database for inherited ataxia","database","for inherited","ataxia",4,"opaque","opaque",1006
28502574,2017,"diner",5,"din","ner","er","database for insect neuropeptide research","database","for insect neuropeptide","research",5,"opaque","opaque",1006
26946289,2016,"dbpec",5,"dbp","pec","ec","database for preeclampsia","database","for","preeclampsia",3,"opaque","opaque",1006
26836976,2016,"dbaard",6,"dba","ard","rd","database of aging and age related disorders","database","of aging and age related","disorders",7,"opaque","opaque",1006
23842462,2013,"dbate",5,"dba","ate","te","database of alternative transcripts expression","database","of alternative transcripts","expression",5,"opaque","opaque",1006
26578581,2016,"dbaasp",6,"dba","asp","sp","database of antimicrobial activity and structure of peptides","database","of antimicrobial activity and structure of","peptides",8,"opaque","opaque",1006
25414358,2015,"db-at",5,"db-","-at","at","database of apicomplexa transcriptomes","database","of apicomplexa","transcriptomes",4,"opaque","opaque",1006
26503248,2016,"dbmae",5,"dbm","mae","ae","database of autosomal monoallelic expression","database","of autosomal monoallelic","expression",5,"opaque","opaque",1006
24647629,2014,"dbatvir",7,"dba","vir","ir","database of bat-associated viruses","database","of bat-associated","viruses",5,"opaque","opaque",1006
25474259,2014,"dbbp",4,"dbb","bbp","bp","database of binding pairs in protein-nucleic acid interactions","database","of binding pairs in protein-nucleic acid","interactions",9,"opaque","opaque",1006
23185043,2013,"dobiscuit",9,"dob","uit","it","database of biosynthesis clusters","database","of biosynthesis","clusters",4,"opaque","opaque",1006
27650316,2016,"dbsecsys",8,"dbs","sys","ys","database of burkholderia mallei and burkholderia pseudomallei secretion systems","database","of burkholderia mallei and burkholderia pseudomallei secretion","systems",9,"opaque","opaque",1006
30016397,2019,"dbcid",5,"dbc","cid","id","database of cancer driver indels","database","of cancer driver","indels",5,"opaque","opaque",1006
30379998,2020,"dbcpm",5,"dbc","cpm","pm","database of cancer passenger mutations","database","of cancer passenger","mutations",5,"opaque","opaque",1006
27789706,2017,"cgdb",4,"cgd","gdb","db","database of circadian genes in eukaryotes","database","of circadian genes in","eukaryotes",6,"opaque","opaque",1006
21214365,2011,"dbcat",5,"dbc","cat","at","database of cpg islands and analytical tools","database","of cpg islands and analytical","tools",7,"opaque","opaque",1006
27153700,2016,"dbdsm",5,"dbd","dsm","sm","database of deleterious synonymous mutation","database","of deleterious synonymous","mutation",5,"opaque","opaque",1006
23203878,2013,"d(2)p(2)",8,"d(2","(2)","2)","database of disordered protein predictions","database","of disordered protein","predictions",5,"opaque","opaque",1006
21938213,2011,"ddtrp",5,"ddt","trp","rp","database of drug targets for resistant pathogens","database","of drug targets for resistant","pathogens",7,"opaque","opaque",1006
31349169,2019,"deduct",6,"ded","uct","ct","database of endocrine disrupting chemicals and their toxicity profiles","database","of endocrine disrupting chemicals and their toxicity","profiles",9,"opaque","opaque",1006
26727469,2016,"dembf",5,"dem","mbf","bf","database of enzymes of microalgal biofuel feedstock","database","of enzymes of microalgal biofuel","feedstock",7,"opaque","opaque",1006
22467915,2012,"deori",5,"deo","ori","ri","database of eukaryotic oris","database","of eukaryotic","oris",4,"opaque","opaque",1006
28294141,2017,"gear",4,"gea","ear","ar","database of genomic elements associated with drug resistance","database","of genomic elements associated with drug","resistance",8,"opaque","opaque",1006
24174537,2014,"dgv",3,"dgv","dgv","gv","database of genomic variants","database","of genomic","variants",4,"opaque","opaque",1006
24297256,2014,"dbgap",5,"dbg","gap","ap","database of genotypes and phenotypes","database","of genotypes and","phenotypes",5,"opaque","opaque",1006
30665056,2019,"dbhdpls",7,"dbh","pls","ls","database of human disease-related protein-ligand structures","database","of human disease-related protein-ligand","structures",8,"opaque","opaque",1006
26566288,2015,"dbgc",4,"dbg","bgc","gc","database of human gastric cancer","database","of human gastric","cancer",5,"opaque","opaque",1006
22491796,2012,"msv3d",5,"msv","v3d","3d","database of human missense variants","database","of human missense","variants",5,"opaque","opaque",1006
22080506,2012,"digit",5,"dig","git","it","database of immunoglobulins with integrated tools","database","of immunoglobulins with integrated","tools",6,"opaque","opaque",1006
23529715,2013,"dirum",5,"dir","rum","um","database of instruments for resource use measurement","database","of instruments for resource use","measurement",7,"opaque","opaque",1006
24194591,2014,"lenvardb",8,"len","rdb","db","database of length variant protein domains","database","of length variant protein","domains",6,"opaque","translucent",94
34314366,2021,"dbmcs",5,"dbm","mcs","cs","database of mutation markers for anti-cancer drug sensitivity","database","of mutation markers for anti-cancer drug","sensitivity",9,"opaque","opaque",1006
25002814,2014,"dor",3,"dor","dor","or","database of olfactory receptors","database","of olfactory","receptors",4,"opaque","opaque",1006
26073932,2015,"pedican",7,"ped","can","an","database of pediatric cancers","database","of pediatric","cancers",4,"opaque","translucent",94
33216893,2020,"dpl",3,"dpl","dpl","pl","database of peptide ligand","database","of peptide","ligand",4,"opaque","opaque",1006
25534750,2014,"dbppt",5,"dbp","ppt","pt","database of phosphorylation site in plants","database","of phosphorylation site in","plants",6,"opaque","opaque",1006
32472030,2020,"dbpsp",5,"dbp","psp","sp","database of phosphorylation sites in prokaryotes","database","of phosphorylation sites in","prokaryotes",6,"opaque","opaque",1006
23952586,2013,"mycosec",7,"myc","sec","ec","database of potential mycobacterial secretomes","database","of potential mycobacterial","secretomes",5,"opaque","translucent",94
31713636,2020,"disprot",7,"dis","rot","ot","database of protein disorder","database","of protein","disorder",4,"opaque","opaque",1006
27478368,2016,"pimadb",6,"pim","adb","db","database of protein-protein interactions in huge macromolecular assemblies","database","of protein-protein interactions in huge macromolecular","assemblies",9,"opaque","opaque",1006
31581093,2021,"dorman",6,"dor","man","an","database of reconstructed metabolic networks","database","of reconstructed metabolic","networks",5,"opaque","opaque",1006
30622655,2019,"rexdb",5,"rex","xdb","db","database of retrotransposon protein domains","database","of retrotransposon protein","domains",5,"opaque","opaque",1006
25228593,2014,"radb",4,"rad","adb","db","database of rheumatoid arthritis-related polymorphisms","database","of rheumatoid arthritis-related","polymorphisms",6,"opaque","opaque",1006
23074185,2013,"darned",6,"dar","ned","ed","database of rna editing in humans","database","of rna editing in","humans",6,"opaque","opaque",1006
30668832,2019,"dashr",5,"das","shr","hr","database of small human noncoding rnas","database","of small human noncoding","rnas",6,"opaque","opaque",1006
23846594,2013,"dosa",4,"dos","osa","sa","database of structural alignments","database","of structural","alignments",4,"opaque","opaque",1006
33641184,2022,"dbstrips",8,"dbs","ips","ps","database of structural repeats in proteins","database","of structural repeats in","proteins",6,"opaque","opaque",1006
27924039,2017,"flyrnai",7,"fly","nai","ai","database of the drosophila rnai screening center","database","of the drosophila rnai screening","center",7,"translucent","transparent",12
24081580,2014,"3did",4,"3di","did","id","database of three-dimensional interacting domains","database","of three-dimensional interacting","domains",6,"opaque","opaque",1006
29236308,2018,"dbtflc",6,"dbt","flc","lc","database of transcription factors in lung cancer","database","of transcription factors in lung","cancer",7,"opaque","opaque",1006
22086958,2012,"dbtss",5,"dbt","tss","ss","database of transcriptional start sites","database","of transcriptional start","sites",5,"opaque","opaque",1006
24198712,2013,"vascan",6,"vas","can","an","database of vascular plants of canada","database","of vascular plants of","canada",6,"opaque","opaque",1006
34405389,2022,"dowls-man",9,"dow","man","an","database of word-level statistics for mandarin chinese","database","of word-level statistics for mandarin","chinese",8,"opaque","opaque",1006
29764375,2018,"dbatm",5,"dba","atm","tm","database resource for aquatic animals' transcriptome","database","resource for aquatic animals'","transcriptome",6,"opaque","opaque",1006
29209336,2017,"drdb",4,"drd","rdb","db","date palm genomic resource database","date","palm genomic resource","database",5,"opaque","opaque",1006
27375595,2016,"dgv",3,"dgv","dgv","gv","dengue genographic viewer","dengue","genographic","viewer",3,"opaque","opaque",1006
24700709,2014,"dbdb",4,"dbd","bdb","db","developmental brain disorders database","developmental","brain disorders","database",4,"opaque","opaque",1006
24434032,2014,"dbm-db",6,"dbm","-db","db","diamondback moth genome database","diamondback","moth genome","database",4,"opaque","opaque",1006
26030752,2015,"dmd",3,"dmd","dmd","md","dietary microrna databases","dietary","microrna","databases",3,"opaque","opaque",1006
34366563,2021,"dsld",4,"dsl","sld","ld","dietary supplement label database","dietary","supplement label","database",4,"opaque","opaque",1006
26048622,2016,"pedsdti",7,"ped","dti","ti","diffusion tensor imaging (dti) component of the nih mri study of normal brain development","diffusion","tensor imaging (dti) component of the nih mri study of normal brain","development",14,"opaque","opaque",1006
26481352,2016,"dida",4,"did","ida","da","digenic diseases database","digenic","diseases","database",3,"opaque","opaque",1006
25232097,2015,"daa",3,"daa","daa","aa","digital ageing atlas","digital","ageing","atlas",3,"opaque","opaque",1006
30942868,2019,"dee2",4,"dee","ee2","e2","digital expression explorer 2","digital","expression explorer","2",4,"opaque","opaque",1006
22493695,2012,"dfl",3,"dfl","dfl","fl","digital fish library","digital","fish","library",3,"opaque","opaque",1006
21249531,2011,"diadem",6,"dia","dem","em","digital reconstruction of axonal and dendritic morphology","digital","reconstruction of axonal and dendritic","morphology",7,"opaque","opaque",1006
27173524,2016,"dptedb",6,"dpt","edb","db","dioecious plant transposable element database","dioecious","plant transposable element","database",5,"opaque","opaque",1006
23197658,2013,"dga",3,"dga","dga","ga","disease and gene annotations database","disease","and gene annotations","database",5,"opaque","opaque",1006
22079417,2012,"dacs-db",7,"dac","-db","db","disease associated cytokine snp database","disease","associated cytokine snp","database",5,"opaque","opaque",1006
33426407,2019,"dsstox",6,"dss","tox","ox","distributed structure-searchable toxicity (dsstox) database","distributed","structure-searchable toxicity (dsstox)","database",6,"opaque","opaque",1006
24194602,2014,"ddbj",4,"ddb","dbj","bj","dna data bank of japan","dna","data bank of","japan",5,"opaque","opaque",1006
31598709,2020,"dnmivd",6,"dnm","ivd","vd","dna methylation interactive visualization database","dna","methylation interactive visualization","database",5,"opaque","opaque",1006
28234924,2017,"dnapod",6,"dna","pod","od","dna polymorphism annotation database","dna","polymorphism annotation","database",4,"translucent","translucent",17
25853886,2015,"aldb",4,"ald","ldb","db","domestic-animal lncrna database","domestic-animal","lncrna","database",4,"opaque","opaque",1006
22110032,2012,"dampd",5,"dam","mpd","pd","dragon antimicrobial peptide database","dragon","antimicrobial peptide","database",4,"opaque","opaque",1006
23415072,2013,"desmsci",7,"des","sci","ci","dragon exploration system on marine sponge compounds interactions","dragon","exploration system on marine sponge compounds","interactions",8,"opaque","opaque",1006
25326239,2014,"deop",4,"deo","eop","op","dragon explorer of osmoprotection associated pathways","dragon","explorer of osmoprotection associated","pathways",6,"opaque","opaque",1006
32527280,2020,"ddiem",5,"ddi","iem","em","drug database for inborn errors of metabolism","drug","database for inborn errors of","metabolism",7,"opaque","opaque",1006
34774049,2021,"dream",5,"dre","eam","am","drug response gene expression associated map","drug","response gene expression associated","map",6,"opaque","opaque",1006
25990557,2015,"dsigdb",6,"dsi","gdb","db","drug signatures database","drug","signatures","database",3,"opaque","opaque",1006
24122041,2013,"dgidb",5,"dgi","idb","db","drug-gene interaction database","drug-gene","interaction","database",4,"opaque","opaque",1006
23109553,2013,"ecmdb",5,"ecm","mdb","db","e coli metabolome database","e","coli metabolome","database",4,"opaque","opaque",1006
32964659,2020,"eanpdb",6,"ean","pdb","db","eastern africa natural products database","eastern","africa natural products","database",5,"opaque","opaque",1006
24302289,2013,"eddb",4,"edd","ddb","db","eating disorder database","eating","disorder","database",3,"opaque","opaque",1006
30357418,2019,"edk",3,"edk","edk","dk","editome-disease knowledgebase","editome-disease","","knowledgebase",3,"opaque","opaque",1006
23411718,2013,"eimeriatdb",10,"eim","tdb","db","eimeria transcript db","eimeria","transcript","db",3,"opaque","translucent",94
22828716,2012,"ecg-view",8,"ecg","iew","ew","electrocardiogram vigilance with electronic data warehouse ii","electrocardiogram","vigilance with electronic data warehouse","ii",7,"opaque","opaque",1006
30008982,2018,"emdb",4,"emd","mdb","db","electron microscopy data bank","electron","microscopy data","bank",4,"opaque","opaque",1006
24318814,2014,"emage",5,"ema","age","ge","electronic mouse atlas of gene expression","electronic","mouse atlas of gene","expression",6,"opaque","opaque",1006
23798489,2013,"efg",3,"efg","efg","fg","electronic resource for fusarium graminearum","electronic","resource for fusarium","graminearum",5,"opaque","opaque",1006
23794736,2013,"escape",6,"esc","ape","pe","embryonic stem cell atlas of pluripotency evidence","embryonic","stem cell atlas of pluripotency","evidence",7,"opaque","opaque",1006
32728249,2020,"encode",6,"enc","ode","de","encyclopedia of dna elements","encyclopedia","of dna","elements",4,"opaque","opaque",1006
28981707,2018,"epd",3,"epd","epd","pd","encyclopedia of proteome dynamics","encyclopedia","of proteome","dynamics",4,"opaque","opaque",1006
29106618,2018,"eram",4,"era","ram","am","encyclopedia of rare disease annotations for precision medicine","encyclopedia","of rare disease annotations for precision","medicine",8,"opaque","opaque",1006
26699919,2016,"ecgene",6,"ecg","ene","ne","endometrial cancer gene database","endometrial","cancer gene","database",4,"translucent","translucent",17
23340253,2013,"edr",3,"edr","edr","dr","endometrium database resource","endometrium","database","resource",3,"opaque","opaque",1006
23161695,2013,"epros",5,"epr","ros","os","energy profile suite","energy","profile","suite",3,"opaque","opaque",1006
23203870,2013,"eendb",5,"een","ndb","db","engineered endonuclease database","engineered","endonuclease","database",3,"opaque","opaque",1006
24678734,2014,"epslim",6,"eps","lim","im","ensemble predictor for short linear motifs","ensemble","predictor for short linear","motifs",6,"opaque","opaque",1006
27664130,2016,"envo",4,"env","nvo","vo","environment ontology","environment","","ontology",2,"opaque","opaque",1006
26582924,2016,"envipath",8,"env","ath","th","environmental contaminant biotransformation pathway resource","environmental","contaminant biotransformation pathway","resource",5,"opaque","translucent",94
25324316,2015,"ezcatdb",7,"ezc","tdb","db","enzyme reaction database","enzyme","reaction","database",3,"opaque","translucent",94
30446142,2019,"eps-db",6,"eps","-db","db","eps database","eps","","database",2,"opaque","opaque",1006
25352573,2015,"ecodab",6,"eco","dab","ab","escherichia coli o-antigen database","escherichia","coli o-antigen","database",5,"opaque","opaque",1006
25414353,2015,"ehfpi",5,"ehf","fpi","pi","essential host factors for pathogenic infection","essential","host factors for pathogenic","infection",6,"opaque","opaque",1006
23897986,2013,"eadb",4,"ead","adb","db","estrogenic activity database","estrogenic","activity","database",3,"opaque","opaque",1006
21317139,2011,"egob",4,"ego","gob","ob","eukaryotic gene order browser","eukaryotic","gene order","browser",4,"opaque","opaque",1006
22110040,2012,"elm",3,"elm","elm","lm","eukaryotic linear motif","eukaryotic","linear","motif",3,"opaque","opaque",1006
30476229,2019,"enpd",4,"enp","npd","pd","eukaryotic nucleic acid binding protein database","eukaryotic","nucleic acid binding protein","database",6,"opaque","opaque",1006
23175615,2013,"eupathdb",8,"eup","hdb","db","eukaryotic pathogen genomics database resource","eukaryotic","pathogen genomics database","resource",5,"opaque","translucent",94
32008039,2021,"epsd",4,"eps","psd","sd","eukaryotic phosphorylation site database","eukaryotic","phosphorylation site","database",4,"opaque","opaque",1006
31680159,2020,"epd",3,"epd","epd","pd","eukaryotic promoter database","eukaryotic","promoter","database",3,"opaque","opaque",1006
29351734,2018,"eogd",4,"eog","ogd","gd","euplotes octocarinatus genome database","euplotes","octocarinatus genome","database",4,"opaque","opaque",1006
24569102,2015,"eco",3,"eco","eco","co","european cancer observatory","european","cancer","observatory",3,"opaque","opaque",1006
22080548,2012,"ena",3,"ena","ena","na","european nucleotide archive","european","nucleotide","archive",3,"opaque","opaque",1006
24444128,2014,"egtc",4,"egt","gtc","tc","exchangeable gene trap clones","exchangeable","gene trap","clones",4,"opaque","opaque",1006
32862462,2021,"exed",4,"exe","xed","ed","expansin engineering database","expansin","engineering","database",3,"opaque","opaque",1006
25378301,2015,"mirdb",5,"mir","rdb","db","extracellular matrix interaction database","extracellular","matrix interaction","database",4,"opaque","translucent",94
34048547,2021,"emirit",6,"emi","rit","it","extracting mirna information from text","extracting","mirna information from","text",5,"opaque","opaque",1006
34368755,2021,"fimdb",5,"fim","mdb","db","face image meta-database","face","image","meta-database",4,"opaque","opaque",1006
33511767,2021,"fawmine",7,"faw","ine","ne","fall armyworm genome database","fall","armyworm genome","database",4,"opaque","opaque",1006
32076423,2020,"fhldb",5,"fhl","ldb","db","familial hemophagocytic database","familial","hemophagocytic","database",3,"opaque","opaque",1006
23993619,2013,"afish",5,"afi","ish","sh","fao/infoods database on fish and shellfish","fao/infoods","database on fish and","shellfish",7,"translucent","translucent",17
28245064,2017,"fred",4,"fre","red","ed","fine-root ecology database","fine-root","ecology","database",4,"opaque","opaque",1006
22715304,2012,"fbis",4,"fbi","bis","is","fish barcode information system","fish","barcode information","system",4,"opaque","opaque",1006
26317619,2015,"fmir",4,"fmi","mir","ir","fish mitogenome resource","fish","mitogenome","resource",3,"opaque","opaque",1006
29126995,2018,"fvd",3,"fvd","fvd","vd","fish-associated virus database","fish-associated","virus","database",4,"opaque","opaque",1006
26476447,2016,"flor-id",7,"flo","-id","id","flowering-interactive database","flowering-interactive","","database",3,"opaque","opaque",1006
33511845,2021,"fmodb",5,"fmo","odb","db","fmo database","fmo","","database",2,"opaque","opaque",1006
34626475,2021,"feda",4,"fed","eda","da","food enzyme database","food","enzyme","database",3,"opaque","opaque",1006
23459781,2013,"frida",5,"fri","ida","da","foodcast research image database","foodcast","research image","database",4,"opaque","opaque",1006
26456067,2016,"flad",4,"fla","lad","ad","forensic loci allele database","forensic","loci allele","database",4,"opaque","opaque",1006
29175726,2018,"frog-kb",7,"fro","-kb","kb","forensic resource/reference on genetics-knowledge base","forensic","resource/reference on genetics-knowledge","base",7,"opaque","opaque",1006
23951158,2013,"fmmdb",5,"fmm","mdb","db","foxtail millet marker database","foxtail","millet marker","database",4,"opaque","opaque",1006
25005261,2014,"fmtfdb",6,"fmt","fdb","db","foxtail millet transcription factors database","foxtail","millet transcription factors","database",5,"opaque","opaque",1006
34793786,2022,"fccp",4,"fcc","ccp","cp","fragrance chemicals in children's products","fragrance","chemicals in children's","products",6,"opaque","opaque",1006
25352729,2014,"fcdd",4,"fcd","cdd","dd","fruit crops diseases database","fruit","crops diseases","database",4,"opaque","opaque",1006
33897975,2021,"fgdb",4,"fgd","gdb","db","fsh glycans database","fsh","glycans","database",3,"opaque","opaque",1006
31034103,2019,"fat-ptm",7,"fat","ptm","tm","functional analysis tools for post-translational modifications","functional","analysis tools for post-translational","modifications",7,"opaque","opaque",1006
34220930,2021,"faang",5,"faa","ang","ng","functional annotation of animal genomes","functional","annotation of animal","genomes",5,"opaque","opaque",1006
27794045,2017,"fantom5",7,"fan","om5","m5","functional annotation of the mammalian genome","functional","annotation of the mammalian","genome",6,"opaque","opaque",1006
28077567,2017,"farme",5,"far","rme","me","functional antibiotic resistant metagenomic element","functional","antibiotic resistant metagenomic","element",5,"opaque","opaque",1006
24101916,2013,"fungene",7,"fun","ene","ne","functional gene pipeline and repository","functional","gene pipeline and","repository",5,"opaque","translucent",94
25260589,2014,"foam",4,"foa","oam","am","functional ontology assignments for metagenomes","functional","ontology assignments for","metagenomes",5,"opaque","opaque",1006
24564786,2013,"fpdb",4,"fpd","pdb","db","fungal pcwde database","fungal","pcwde","database",3,"opaque","opaque",1006
24885079,2014,"fpoxdb",6,"fpo","xdb","db","fungal peroxidase database","fungal","peroxidase","database",3,"opaque","opaque",1006
21300622,2011,"funseckb",8,"fun","ckb","kb","fungal secretome knowledgebase","fungal","secretome","knowledgebase",3,"opaque","translucent",94
29688353,2018,"fsd",3,"fsd","fsd","sd","fungal stress database","fungal","stress","database",3,"opaque","opaque",1006
23757396,2013,"fsrd",4,"fsr","srd","rd","fungal stress response database","fungal","stress response","database",4,"opaque","opaque",1006
22267904,2012,"fed",3,"fed","fed","ed","fusion events database","fusion","events","database",3,"opaque","opaque",1006
30407583,2019,"fusiongdb",9,"fus","gdb","db","fusion gene annotation database","fusion","gene annotation","database",4,"opaque","transparent",17
27794553,2017,"fuzdb",5,"fuz","zdb","db","fuzdb database","fuzdb","","database",2,"opaque","opaque",1006
21410407,2011,"gripdb",6,"gri","pdb","db","g protein coupled receptor interaction partners database","g","protein coupled receptor interaction partners","database",7,"opaque","opaque",1006
24304901,2014,"gpcrdb",6,"gpc","rdb","db","g protein-coupled receptors database","g","protein-coupled receptors","database",5,"opaque","opaque",1006
23161677,2013,"g4ldb",5,"g4l","ldb","db","g-quadruplex ligands database","g-quadruplex","ligands","database",4,"opaque","opaque",1006
24150938,2014,"geisha",6,"gei","sha","ha","gallus expression in situ hybridization analysis","gallus","expression in situ hybridization","analysis",6,"opaque","opaque",1006
26851225,2017,"ged",3,"ged","ged","ed","gametogenesis epigenetic modification database","gametogenesis","epigenetic modification","database",4,"opaque","opaque",1006
27127885,2016,"gcgene",6,"gcg","ene","ne","gastric cancer gene database","gastric","cancer gene","database",4,"translucent","translucent",17
30268934,2018,"gaad",4,"gaa","aad","ad","gene and autoimmiune disease association database","gene","and autoimmiune disease association","database",6,"opaque","opaque",1006
31296229,2019,"gent2",5,"gen","nt2","t2","gene expression database of normal and tumor tissues 2","gene","expression database of normal and tumor tissues","2",9,"opaque","opaque",1006
34877793,2022,"gepsdb",6,"gep","sdb","db","gene expression database of poplar under stress","gene","expression database of poplar under","stress",7,"opaque","opaque",1006
31277321,2019,"geds",4,"ged","eds","ds","gene expression display server","gene","expression display","server",4,"opaque","opaque",1006
22123736,2012,"goa",3,"goa","goa","oa","gene ontology annotation","gene","ontology","annotation",3,"opaque","opaque",1006
33290552,2021,"goc",3,"goc","goc","oc","gene ontology resource","gene","ontology","resource",3,"opaque","opaque",1006
26039571,2015,"gpa",3,"gpa","gpa","pa","gene perturbation atlas","gene","perturbation","atlas",3,"opaque","opaque",1006
32055858,2020,"greg",4,"gre","reg","eg","gene regulation graph database","gene","regulation graph","database",4,"opaque","opaque",1006
30445619,2019,"gtrd",4,"gtr","trd","rd","gene transcription regulation database","gene","transcription regulation","database",4,"opaque","opaque",1006
28453687,2017,"gdisc",5,"gdi","isc","sc","gene-drug interaction for survival in cancer","gene-drug","interaction for survival in","cancer",7,"opaque","opaque",1006
27102089,2016,"gat",3,"gat","gat","at","gene-set activity toolbox","gene-set","activity","toolbox",4,"opaque","opaque",1006
21609420,2011,"gisao.db",8,"gis",".db","db","genes involved in senescence apoptosis and oxidative stress database","genes","involved in senescence apoptosis and oxidative stress","database",9,"opaque","opaque",1006
27242038,2016,"gesdb",5,"ges","sdb","db","genetic epidemiology simulation database","genetic","epidemiology simulation","database",4,"opaque","opaque",1006
31725863,2017,"grons",5,"gro","ons","ns","genetic resources of nicotine and smoking","genetic","resources of nicotine and","smoking",6,"opaque","opaque",1006
23193275,2013,"gtr",3,"gtr","gtr","tr","genetic testing registry","genetic","testing","registry",3,"opaque","opaque",1006
31283070,2019,"vipdb",5,"vip","pdb","db","genetic variant impact predictor database","genetic","variant impact predictor","database",5,"opaque","opaque",1006
34859531,2022,"gnomad",6,"gno","mad","ad","genome aggregation database","genome","aggregation","database",3,"opaque","opaque",1006
22417913,2012,"gcd",3,"gcd","gcd","cd","genome composition database","genome","composition","database",3,"opaque","opaque",1006
30357347,2019,"gdr",3,"gdr","gdr","dr","genome database for rosaceae","genome","database for","rosaceae",4,"opaque","opaque",1006
28387199,2017,"gsa",3,"gsa","gsa","sa","genome sequence archive","genome","sequence","archive",3,"opaque","opaque",1006
31608375,2019,"gsad",4,"gsa","sad","ad","genome size in asteraceae database","genome","size in asteraceae","database",5,"opaque","opaque",1006
31210272,2019,"graingenes",10,"gra","nes","es","genome specific primers","genome","specific","primers",3,"opaque","translucent",94
