"ID","pubYear","best_common","best_full","stat","bio","common_length","common_first_3","common_last_3","common_last_2","full_first","full_mid","full_last","full_word_count"
26305368,2015,"ckb","cyanobacterial knowledgebase","opaque","opaque",3,"ckb","ckb","kb","cyanobacterial","","knowledgebase",2
26895996,2016,"cfc","cystic fibrosis cloud database","opaque","opaque",3,"cfc","cfc","fc","cystic","fibrosis cloud","database",4
28603918,2017,"cftr-france","cystic fibrosis transmembrane conductance regulator - france","opaque","opaque",11,"cft","nce","ce","cystic","fibrosis transmembrane conductance regulator -","france",6
21738316,2011,"cytred","cytokine receptor database","opaque","opaque",6,"cyt","red","ed","cytokine","receptor","database",3
31813095,2020,"cmvdb","cytomegalovirus infection database","opaque","opaque",5,"cmv","vdb","db","cytomegalovirus","infection","database",3
23601403,2013,"fcdb","czech food composition database","opaque","opaque",4,"fcd","cdb","db","czech","food composition","database",4
21782820,2011,"dfrmli","dana-farber repository for machine learning in immunology","opaque","opaque",6,"dfr","mli","li","dana-farber","repository for machine learning in","immunology",8
26909679,2016,"dstrd","danshen transcriptional resource database","opaque","opaque",5,"dst","trd","rd","danshen","transcriptional resource","database",4
33079988,2021,"dkk","dark kinase knowledgebase","opaque","opaque",3,"dkk","dkk","kk","dark","kinase","knowledgebase",3
25505093,2015,"dixa","data infrastructure for chemical safety assessment","opaque","opaque",4,"dix","ixa","xa","data","infrastructure for chemical safety","assessment",6
31504765,2020,"gmrepo","data repository for gut microbiota","opaque","opaque",6,"gmr","epo","po","data","repository for gut","microbiota",5
31409791,2019,"dramp","data repository of antimicrobial peptides","opaque","opaque",5,"dra","amp","mp","data","repository of antimicrobial","peptides",5
31560645,2019,"dtm","data, trends, and maps","opaque","opaque",3,"dtm","dtm","tm","data,","trends, and","maps",4
31160594,2019,"pathophenodb","database containing pathogen-to-phenotype associations","opaque","translucent",12,"pat","odb","db","database","containing pathogen-to-phenotype","associations",6
23516335,2013,"debdom","database exploring banana diversity of","opaque","opaque",6,"deb","dom","om","database","exploring banana diversity","of",5
22102573,2012,"dbeth","database for bacterial exotoxins","opaque","opaque",5,"dbe","eth","th","database","for bacterial","exotoxins",4
25754864,2015,"mycoclap","database for characterized lignocellulose-active proteins of fungal origin","opaque","translucent",8,"myc","lap","ap","database","for characterized lignocellulose-active proteins of fungal","origin",9
26055100,2015,"dbhimo","database for histone-modifying enzymes","opaque","opaque",6,"dbh","imo","mo","database","for histone-modifying","enzymes",5
32047897,2021,"trlnc","database for human regulatory information of lncrnas","opaque","translucent",5,"trl","lnc","nc","database","for human regulatory information of","lncrnas",7
33007622,2020,"dinax","database for inherited ataxia","opaque","opaque",5,"din","nax","ax","database","for inherited","ataxia",4
28502574,2017,"diner","database for insect neuropeptide research","opaque","opaque",5,"din","ner","er","database","for insect neuropeptide","research",5
26946289,2016,"dbpec","database for preeclampsia","opaque","opaque",5,"dbp","pec","ec","database","for","preeclampsia",3
26836976,2016,"dbaard","database of aging and age related disorders","opaque","opaque",6,"dba","ard","rd","database","of aging and age related","disorders",7
23842462,2013,"dbate","database of alternative transcripts expression","opaque","opaque",5,"dba","ate","te","database","of alternative transcripts","expression",5
26578581,2016,"dbaasp","database of antimicrobial activity and structure of peptides","opaque","opaque",6,"dba","asp","sp","database","of antimicrobial activity and structure of","peptides",8
25414358,2015,"db-at","database of apicomplexa transcriptomes","opaque","opaque",5,"db-","-at","at","database","of apicomplexa","transcriptomes",4
26503248,2016,"dbmae","database of autosomal monoallelic expression","opaque","opaque",5,"dbm","mae","ae","database","of autosomal monoallelic","expression",5
24647629,2014,"dbatvir","database of bat-associated viruses","opaque","opaque",7,"dba","vir","ir","database","of bat-associated","viruses",5
25474259,2014,"dbbp","database of binding pairs in protein-nucleic acid interactions","opaque","opaque",4,"dbb","bbp","bp","database","of binding pairs in protein-nucleic acid","interactions",9
23185043,2013,"dobiscuit","database of biosynthesis clusters","opaque","opaque",9,"dob","uit","it","database","of biosynthesis","clusters",4
27650316,2016,"dbsecsys","database of burkholderia mallei and burkholderia pseudomallei secretion systems","opaque","opaque",8,"dbs","sys","ys","database","of burkholderia mallei and burkholderia pseudomallei secretion","systems",9
30016397,2019,"dbcid","database of cancer driver indels","opaque","opaque",5,"dbc","cid","id","database","of cancer driver","indels",5
30379998,2020,"dbcpm","database of cancer passenger mutations","opaque","opaque",5,"dbc","cpm","pm","database","of cancer passenger","mutations",5
27789706,2017,"cgdb","database of circadian genes in eukaryotes","opaque","opaque",4,"cgd","gdb","db","database","of circadian genes in","eukaryotes",6
21214365,2011,"dbcat","database of cpg islands and analytical tools","opaque","opaque",5,"dbc","cat","at","database","of cpg islands and analytical","tools",7
27153700,2016,"dbdsm","database of deleterious synonymous mutation","opaque","opaque",5,"dbd","dsm","sm","database","of deleterious synonymous","mutation",5
23203878,2013,"d(2)p(2)","database of disordered protein predictions","opaque","opaque",8,"d(2","(2)","2)","database","of disordered protein","predictions",5
21938213,2011,"ddtrp","database of drug targets for resistant pathogens","opaque","opaque",5,"ddt","trp","rp","database","of drug targets for resistant","pathogens",7
31349169,2019,"deduct","database of endocrine disrupting chemicals and their toxicity profiles","opaque","opaque",6,"ded","uct","ct","database","of endocrine disrupting chemicals and their toxicity","profiles",9
26727469,2016,"dembf","database of enzymes of microalgal biofuel feedstock","opaque","opaque",5,"dem","mbf","bf","database","of enzymes of microalgal biofuel","feedstock",7
22467915,2012,"deori","database of eukaryotic oris","opaque","opaque",5,"deo","ori","ri","database","of eukaryotic","oris",4
28294141,2017,"gear","database of genomic elements associated with drug resistance","opaque","opaque",4,"gea","ear","ar","database","of genomic elements associated with drug","resistance",8
24174537,2014,"dgv","database of genomic variants","opaque","opaque",3,"dgv","dgv","gv","database","of genomic","variants",4
24297256,2014,"dbgap","database of genotypes and phenotypes","opaque","opaque",5,"dbg","gap","ap","database","of genotypes and","phenotypes",5
30665056,2019,"dbhdpls","database of human disease-related protein-ligand structures","opaque","opaque",7,"dbh","pls","ls","database","of human disease-related protein-ligand","structures",8
26566288,2015,"dbgc","database of human gastric cancer","opaque","opaque",4,"dbg","bgc","gc","database","of human gastric","cancer",5
22491796,2012,"msv3d","database of human missense variants","opaque","opaque",5,"msv","v3d","3d","database","of human missense","variants",5
22080506,2012,"digit","database of immunoglobulins with integrated tools","opaque","opaque",5,"dig","git","it","database","of immunoglobulins with integrated","tools",6
23529715,2013,"dirum","database of instruments for resource use measurement","opaque","opaque",5,"dir","rum","um","database","of instruments for resource use","measurement",7
24194591,2014,"lenvardb","database of length variant protein domains","opaque","translucent",8,"len","rdb","db","database","of length variant protein","domains",6
34314366,2021,"dbmcs","database of mutation markers for anti-cancer drug sensitivity","opaque","opaque",5,"dbm","mcs","cs","database","of mutation markers for anti-cancer drug","sensitivity",9
25002814,2014,"dor","database of olfactory receptors","opaque","opaque",3,"dor","dor","or","database","of olfactory","receptors",4
26073932,2015,"pedican","database of pediatric cancers","opaque","translucent",7,"ped","can","an","database","of pediatric","cancers",4
33216893,2020,"dpl","database of peptide ligand","opaque","opaque",3,"dpl","dpl","pl","database","of peptide","ligand",4
25534750,2014,"dbppt","database of phosphorylation site in plants","opaque","opaque",5,"dbp","ppt","pt","database","of phosphorylation site in","plants",6
32472030,2020,"dbpsp","database of phosphorylation sites in prokaryotes","opaque","opaque",5,"dbp","psp","sp","database","of phosphorylation sites in","prokaryotes",6
23952586,2013,"mycosec","database of potential mycobacterial secretomes","opaque","translucent",7,"myc","sec","ec","database","of potential mycobacterial","secretomes",5
31713636,2020,"disprot","database of protein disorder","opaque","opaque",7,"dis","rot","ot","database","of protein","disorder",4
27478368,2016,"pimadb","database of protein-protein interactions in huge macromolecular assemblies","opaque","opaque",6,"pim","adb","db","database","of protein-protein interactions in huge macromolecular","assemblies",9
31581093,2021,"dorman","database of reconstructed metabolic networks","opaque","opaque",6,"dor","man","an","database","of reconstructed metabolic","networks",5
30622655,2019,"rexdb","database of retrotransposon protein domains","opaque","opaque",5,"rex","xdb","db","database","of retrotransposon protein","domains",5
25228593,2014,"radb","database of rheumatoid arthritis-related polymorphisms","opaque","opaque",4,"rad","adb","db","database","of rheumatoid arthritis-related","polymorphisms",6
23074185,2013,"darned","database of rna editing in humans","opaque","opaque",6,"dar","ned","ed","database","of rna editing in","humans",6
30668832,2019,"dashr","database of small human noncoding rnas","opaque","opaque",5,"das","shr","hr","database","of small human noncoding","rnas",6
23846594,2013,"dosa","database of structural alignments","opaque","opaque",4,"dos","osa","sa","database","of structural","alignments",4
33641184,2022,"dbstrips","database of structural repeats in proteins","opaque","opaque",8,"dbs","ips","ps","database","of structural repeats in","proteins",6
27924039,2017,"flyrnai","database of the drosophila rnai screening center","translucent","transparent",7,"fly","nai","ai","database","of the drosophila rnai screening","center",7
24081580,2014,"3did","database of three-dimensional interacting domains","opaque","opaque",4,"3di","did","id","database","of three-dimensional interacting","domains",6
29236308,2018,"dbtflc","database of transcription factors in lung cancer","opaque","opaque",6,"dbt","flc","lc","database","of transcription factors in lung","cancer",7
22086958,2012,"dbtss","database of transcriptional start sites","opaque","opaque",5,"dbt","tss","ss","database","of transcriptional start","sites",5
24198712,2013,"vascan","database of vascular plants of canada","opaque","opaque",6,"vas","can","an","database","of vascular plants of","canada",6
34405389,2022,"dowls-man","database of word-level statistics for mandarin chinese","opaque","opaque",9,"dow","man","an","database","of word-level statistics for mandarin","chinese",8
29764375,2018,"dbatm","database resource for aquatic animals' transcriptome","opaque","opaque",5,"dba","atm","tm","database","resource for aquatic animals'","transcriptome",6
29209336,2017,"drdb","date palm genomic resource database","opaque","opaque",4,"drd","rdb","db","date","palm genomic resource","database",5
27375595,2016,"dgv","dengue genographic viewer","opaque","opaque",3,"dgv","dgv","gv","dengue","genographic","viewer",3
24700709,2014,"dbdb","developmental brain disorders database","opaque","opaque",4,"dbd","bdb","db","developmental","brain disorders","database",4
24434032,2014,"dbm-db","diamondback moth genome database","opaque","opaque",6,"dbm","-db","db","diamondback","moth genome","database",4
26030752,2015,"dmd","dietary microrna databases","opaque","opaque",3,"dmd","dmd","md","dietary","microrna","databases",3
34366563,2021,"dsld","dietary supplement label database","opaque","opaque",4,"dsl","sld","ld","dietary","supplement label","database",4
26048622,2016,"pedsdti","diffusion tensor imaging (dti) component of the nih mri study of normal brain development","opaque","opaque",7,"ped","dti","ti","diffusion","tensor imaging (dti) component of the nih mri study of normal brain","development",14
26481352,2016,"dida","digenic diseases database","opaque","opaque",4,"did","ida","da","digenic","diseases","database",3
25232097,2015,"daa","digital ageing atlas","opaque","opaque",3,"daa","daa","aa","digital","ageing","atlas",3
30942868,2019,"dee2","digital expression explorer 2","opaque","opaque",4,"dee","ee2","e2","digital","expression explorer","2",4
22493695,2012,"dfl","digital fish library","opaque","opaque",3,"dfl","dfl","fl","digital","fish","library",3
21249531,2011,"diadem","digital reconstruction of axonal and dendritic morphology","opaque","opaque",6,"dia","dem","em","digital","reconstruction of axonal and dendritic","morphology",7
27173524,2016,"dptedb","dioecious plant transposable element database","opaque","opaque",6,"dpt","edb","db","dioecious","plant transposable element","database",5
23197658,2013,"dga","disease and gene annotations database","opaque","opaque",3,"dga","dga","ga","disease","and gene annotations","database",5
22079417,2012,"dacs-db","disease associated cytokine snp database","opaque","opaque",7,"dac","-db","db","disease","associated cytokine snp","database",5
33426407,2019,"dsstox","distributed structure-searchable toxicity (dsstox) database","opaque","opaque",6,"dss","tox","ox","distributed","structure-searchable toxicity (dsstox)","database",6
24194602,2014,"ddbj","dna data bank of japan","opaque","opaque",4,"ddb","dbj","bj","dna","data bank of","japan",5
31598709,2020,"dnmivd","dna methylation interactive visualization database","opaque","opaque",6,"dnm","ivd","vd","dna","methylation interactive visualization","database",5
28234924,2017,"dnapod","dna polymorphism annotation database","translucent","translucent",6,"dna","pod","od","dna","polymorphism annotation","database",4
25853886,2015,"aldb","domestic-animal lncrna database","opaque","opaque",4,"ald","ldb","db","domestic-animal","lncrna","database",4
22110032,2012,"dampd","dragon antimicrobial peptide database","opaque","opaque",5,"dam","mpd","pd","dragon","antimicrobial peptide","database",4
23415072,2013,"desmsci","dragon exploration system on marine sponge compounds interactions","opaque","opaque",7,"des","sci","ci","dragon","exploration system on marine sponge compounds","interactions",8
25326239,2014,"deop","dragon explorer of osmoprotection associated pathways","opaque","opaque",4,"deo","eop","op","dragon","explorer of osmoprotection associated","pathways",6
32527280,2020,"ddiem","drug database for inborn errors of metabolism","opaque","opaque",5,"ddi","iem","em","drug","database for inborn errors of","metabolism",7
34774049,2021,"dream","drug response gene expression associated map","opaque","opaque",5,"dre","eam","am","drug","response gene expression associated","map",6
25990557,2015,"dsigdb","drug signatures database","opaque","opaque",6,"dsi","gdb","db","drug","signatures","database",3
24122041,2013,"dgidb","drug-gene interaction database","opaque","opaque",5,"dgi","idb","db","drug-gene","interaction","database",4
23109553,2013,"ecmdb","e coli metabolome database","opaque","opaque",5,"ecm","mdb","db","e","coli metabolome","database",4
32964659,2020,"eanpdb","eastern africa natural products database","opaque","opaque",6,"ean","pdb","db","eastern","africa natural products","database",5
24302289,2013,"eddb","eating disorder database","opaque","opaque",4,"edd","ddb","db","eating","disorder","database",3
30357418,2019,"edk","editome-disease knowledgebase","opaque","opaque",3,"edk","edk","dk","editome-disease","","knowledgebase",3
23411718,2013,"eimeriatdb","eimeria transcript db","opaque","translucent",10,"eim","tdb","db","eimeria","transcript","db",3
22828716,2012,"ecg-view","electrocardiogram vigilance with electronic data warehouse ii","opaque","opaque",8,"ecg","iew","ew","electrocardiogram","vigilance with electronic data warehouse","ii",7
30008982,2018,"emdb","electron microscopy data bank","opaque","opaque",4,"emd","mdb","db","electron","microscopy data","bank",4
24318814,2014,"emage","electronic mouse atlas of gene expression","opaque","opaque",5,"ema","age","ge","electronic","mouse atlas of gene","expression",6
23798489,2013,"efg","electronic resource for fusarium graminearum","opaque","opaque",3,"efg","efg","fg","electronic","resource for fusarium","graminearum",5
23794736,2013,"escape","embryonic stem cell atlas of pluripotency evidence","opaque","opaque",6,"esc","ape","pe","embryonic","stem cell atlas of pluripotency","evidence",7
32728249,2020,"encode","encyclopedia of dna elements","opaque","opaque",6,"enc","ode","de","encyclopedia","of dna","elements",4
28981707,2018,"epd","encyclopedia of proteome dynamics","opaque","opaque",3,"epd","epd","pd","encyclopedia","of proteome","dynamics",4
29106618,2018,"eram","encyclopedia of rare disease annotations for precision medicine","opaque","opaque",4,"era","ram","am","encyclopedia","of rare disease annotations for precision","medicine",8
26699919,2016,"ecgene","endometrial cancer gene database","translucent","translucent",6,"ecg","ene","ne","endometrial","cancer gene","database",4
23340253,2013,"edr","endometrium database resource","opaque","opaque",3,"edr","edr","dr","endometrium","database","resource",3
23161695,2013,"epros","energy profile suite","opaque","opaque",5,"epr","ros","os","energy","profile","suite",3
23203870,2013,"eendb","engineered endonuclease database","opaque","opaque",5,"een","ndb","db","engineered","endonuclease","database",3
24678734,2014,"epslim","ensemble predictor for short linear motifs","opaque","opaque",6,"eps","lim","im","ensemble","predictor for short linear","motifs",6
27664130,2016,"envo","environment ontology","opaque","opaque",4,"env","nvo","vo","environment","","ontology",2
26582924,2016,"envipath","environmental contaminant biotransformation pathway resource","opaque","translucent",8,"env","ath","th","environmental","contaminant biotransformation pathway","resource",5
25324316,2015,"ezcatdb","enzyme reaction database","opaque","translucent",7,"ezc","tdb","db","enzyme","reaction","database",3
30446142,2019,"eps-db","eps database","opaque","opaque",6,"eps","-db","db","eps","","database",2
25352573,2015,"ecodab","escherichia coli o-antigen database","opaque","opaque",6,"eco","dab","ab","escherichia","coli o-antigen","database",5
25414353,2015,"ehfpi","essential host factors for pathogenic infection","opaque","opaque",5,"ehf","fpi","pi","essential","host factors for pathogenic","infection",6
23897986,2013,"eadb","estrogenic activity database","opaque","opaque",4,"ead","adb","db","estrogenic","activity","database",3
21317139,2011,"egob","eukaryotic gene order browser","opaque","opaque",4,"ego","gob","ob","eukaryotic","gene order","browser",4
22110040,2012,"elm","eukaryotic linear motif","opaque","opaque",3,"elm","elm","lm","eukaryotic","linear","motif",3
30476229,2019,"enpd","eukaryotic nucleic acid binding protein database","opaque","opaque",4,"enp","npd","pd","eukaryotic","nucleic acid binding protein","database",6
23175615,2013,"eupathdb","eukaryotic pathogen genomics database resource","opaque","translucent",8,"eup","hdb","db","eukaryotic","pathogen genomics database","resource",5
32008039,2021,"epsd","eukaryotic phosphorylation site database","opaque","opaque",4,"eps","psd","sd","eukaryotic","phosphorylation site","database",4
31680159,2020,"epd","eukaryotic promoter database","opaque","opaque",3,"epd","epd","pd","eukaryotic","promoter","database",3
29351734,2018,"eogd","euplotes octocarinatus genome database","opaque","opaque",4,"eog","ogd","gd","euplotes","octocarinatus genome","database",4
24569102,2015,"eco","european cancer observatory","opaque","opaque",3,"eco","eco","co","european","cancer","observatory",3
22080548,2012,"ena","european nucleotide archive","opaque","opaque",3,"ena","ena","na","european","nucleotide","archive",3
24444128,2014,"egtc","exchangeable gene trap clones","opaque","opaque",4,"egt","gtc","tc","exchangeable","gene trap","clones",4
32862462,2021,"exed","expansin engineering database","opaque","opaque",4,"exe","xed","ed","expansin","engineering","database",3
25378301,2015,"mirdb","extracellular matrix interaction database","opaque","translucent",5,"mir","rdb","db","extracellular","matrix interaction","database",4
34048547,2021,"emirit","extracting mirna information from text","opaque","opaque",6,"emi","rit","it","extracting","mirna information from","text",5
34368755,2021,"fimdb","face image meta-database","opaque","opaque",5,"fim","mdb","db","face","image","meta-database",4
33511767,2021,"fawmine","fall armyworm genome database","opaque","opaque",7,"faw","ine","ne","fall","armyworm genome","database",4
32076423,2020,"fhldb","familial hemophagocytic database","opaque","opaque",5,"fhl","ldb","db","familial","hemophagocytic","database",3
23993619,2013,"afish","fao/infoods database on fish and shellfish","translucent","translucent",5,"afi","ish","sh","fao/infoods","database on fish and","shellfish",7
28245064,2017,"fred","fine-root ecology database","opaque","opaque",4,"fre","red","ed","fine-root","ecology","database",4
22715304,2012,"fbis","fish barcode information system","opaque","opaque",4,"fbi","bis","is","fish","barcode information","system",4
26317619,2015,"fmir","fish mitogenome resource","opaque","opaque",4,"fmi","mir","ir","fish","mitogenome","resource",3
29126995,2018,"fvd","fish-associated virus database","opaque","opaque",3,"fvd","fvd","vd","fish-associated","virus","database",4
26476447,2016,"flor-id","flowering-interactive database","opaque","opaque",7,"flo","-id","id","flowering-interactive","","database",3
33511845,2021,"fmodb","fmo database","opaque","opaque",5,"fmo","odb","db","fmo","","database",2
34626475,2021,"feda","food enzyme database","opaque","opaque",4,"fed","eda","da","food","enzyme","database",3
23459781,2013,"frida","foodcast research image database","opaque","opaque",5,"fri","ida","da","foodcast","research image","database",4
26456067,2016,"flad","forensic loci allele database","opaque","opaque",4,"fla","lad","ad","forensic","loci allele","database",4
29175726,2018,"frog-kb","forensic resource/reference on genetics-knowledge base","opaque","opaque",7,"fro","-kb","kb","forensic","resource/reference on genetics-knowledge","base",7
23951158,2013,"fmmdb","foxtail millet marker database","opaque","opaque",5,"fmm","mdb","db","foxtail","millet marker","database",4
25005261,2014,"fmtfdb","foxtail millet transcription factors database","opaque","opaque",6,"fmt","fdb","db","foxtail","millet transcription factors","database",5
34793786,2022,"fccp","fragrance chemicals in children's products","opaque","opaque",4,"fcc","ccp","cp","fragrance","chemicals in children's","products",6
25352729,2014,"fcdd","fruit crops diseases database","opaque","opaque",4,"fcd","cdd","dd","fruit","crops diseases","database",4
33897975,2021,"fgdb","fsh glycans database","opaque","opaque",4,"fgd","gdb","db","fsh","glycans","database",3
31034103,2019,"fat-ptm","functional analysis tools for post-translational modifications","opaque","opaque",7,"fat","ptm","tm","functional","analysis tools for post-translational","modifications",7
34220930,2021,"faang","functional annotation of animal genomes","opaque","opaque",5,"faa","ang","ng","functional","annotation of animal","genomes",5
27794045,2017,"fantom5","functional annotation of the mammalian genome","opaque","opaque",7,"fan","om5","m5","functional","annotation of the mammalian","genome",6
28077567,2017,"farme","functional antibiotic resistant metagenomic element","opaque","opaque",5,"far","rme","me","functional","antibiotic resistant metagenomic","element",5
24101916,2013,"fungene","functional gene pipeline and repository","opaque","translucent",7,"fun","ene","ne","functional","gene pipeline and","repository",5
25260589,2014,"foam","functional ontology assignments for metagenomes","opaque","opaque",4,"foa","oam","am","functional","ontology assignments for","metagenomes",5
24564786,2013,"fpdb","fungal pcwde database","opaque","opaque",4,"fpd","pdb","db","fungal","pcwde","database",3
24885079,2014,"fpoxdb","fungal peroxidase database","opaque","opaque",6,"fpo","xdb","db","fungal","peroxidase","database",3
21300622,2011,"funseckb","fungal secretome knowledgebase","opaque","translucent",8,"fun","ckb","kb","fungal","secretome","knowledgebase",3
29688353,2018,"fsd","fungal stress database","opaque","opaque",3,"fsd","fsd","sd","fungal","stress","database",3
23757396,2013,"fsrd","fungal stress response database","opaque","opaque",4,"fsr","srd","rd","fungal","stress response","database",4
22267904,2012,"fed","fusion events database","opaque","opaque",3,"fed","fed","ed","fusion","events","database",3
30407583,2019,"fusiongdb","fusion gene annotation database","opaque","transparent",9,"fus","gdb","db","fusion","gene annotation","database",4
27794553,2017,"fuzdb","fuzdb database","opaque","opaque",5,"fuz","zdb","db","fuzdb","","database",2
21410407,2011,"gripdb","g protein coupled receptor interaction partners database","opaque","opaque",6,"gri","pdb","db","g","protein coupled receptor interaction partners","database",7
24304901,2014,"gpcrdb","g protein-coupled receptors database","opaque","opaque",6,"gpc","rdb","db","g","protein-coupled receptors","database",5
23161677,2013,"g4ldb","g-quadruplex ligands database","opaque","opaque",5,"g4l","ldb","db","g-quadruplex","ligands","database",4
24150938,2014,"geisha","gallus expression in situ hybridization analysis","opaque","opaque",6,"gei","sha","ha","gallus","expression in situ hybridization","analysis",6
26851225,2017,"ged","gametogenesis epigenetic modification database","opaque","opaque",3,"ged","ged","ed","gametogenesis","epigenetic modification","database",4
27127885,2016,"gcgene","gastric cancer gene database","translucent","translucent",6,"gcg","ene","ne","gastric","cancer gene","database",4
30268934,2018,"gaad","gene and autoimmiune disease association database","opaque","opaque",4,"gaa","aad","ad","gene","and autoimmiune disease association","database",6
31296229,2019,"gent2","gene expression database of normal and tumor tissues 2","opaque","opaque",5,"gen","nt2","t2","gene","expression database of normal and tumor tissues","2",9
34877793,2022,"gepsdb","gene expression database of poplar under stress","opaque","opaque",6,"gep","sdb","db","gene","expression database of poplar under","stress",7
31277321,2019,"geds","gene expression display server","opaque","opaque",4,"ged","eds","ds","gene","expression display","server",4
22123736,2012,"goa","gene ontology annotation","opaque","opaque",3,"goa","goa","oa","gene","ontology","annotation",3
33290552,2021,"goc","gene ontology resource","opaque","opaque",3,"goc","goc","oc","gene","ontology","resource",3
26039571,2015,"gpa","gene perturbation atlas","opaque","opaque",3,"gpa","gpa","pa","gene","perturbation","atlas",3
32055858,2020,"greg","gene regulation graph database","opaque","opaque",4,"gre","reg","eg","gene","regulation graph","database",4
30445619,2019,"gtrd","gene transcription regulation database","opaque","opaque",4,"gtr","trd","rd","gene","transcription regulation","database",4
28453687,2017,"gdisc","gene-drug interaction for survival in cancer","opaque","opaque",5,"gdi","isc","sc","gene-drug","interaction for survival in","cancer",7
27102089,2016,"gat","gene-set activity toolbox","opaque","opaque",3,"gat","gat","at","gene-set","activity","toolbox",4
21609420,2011,"gisao.db","genes involved in senescence apoptosis and oxidative stress database","opaque","opaque",8,"gis",".db","db","genes","involved in senescence apoptosis and oxidative stress","database",9
27242038,2016,"gesdb","genetic epidemiology simulation database","opaque","opaque",5,"ges","sdb","db","genetic","epidemiology simulation","database",4
31725863,2017,"grons","genetic resources of nicotine and smoking","opaque","opaque",5,"gro","ons","ns","genetic","resources of nicotine and","smoking",6
23193275,2013,"gtr","genetic testing registry","opaque","opaque",3,"gtr","gtr","tr","genetic","testing","registry",3
31283070,2019,"vipdb","genetic variant impact predictor database","opaque","opaque",5,"vip","pdb","db","genetic","variant impact predictor","database",5
34859531,2022,"gnomad","genome aggregation database","opaque","opaque",6,"gno","mad","ad","genome","aggregation","database",3
22417913,2012,"gcd","genome composition database","opaque","opaque",3,"gcd","gcd","cd","genome","composition","database",3
30357347,2019,"gdr","genome database for rosaceae","opaque","opaque",3,"gdr","gdr","dr","genome","database for","rosaceae",4
28387199,2017,"gsa","genome sequence archive","opaque","opaque",3,"gsa","gsa","sa","genome","sequence","archive",3
31608375,2019,"gsad","genome size in asteraceae database","opaque","opaque",4,"gsa","sad","ad","genome","size in asteraceae","database",5
31210272,2019,"graingenes","genome specific primers","opaque","translucent",10,"gra","nes","es","genome","specific","primers",3
32758136,2020,"gsdb","genome structure database","opaque","opaque",4,"gsd","sdb","db","genome","structure","database",3
29069473,2018,"gvm","genome variation map","opaque","opaque",3,"gvm","gvm","vm","genome","variation","map",3
34175476,2021,"gwh","genome warehouse","opaque","opaque",3,"gwh","gwh","wh","genome","","warehouse",2
25065645,2014,"ectogem","genome-scale metabolic network of ectocarpus","opaque","opaque",7,"ect","gem","em","genome-scale","metabolic network of","ectocarpus",6
23245398,2012,"gwidd","genome-wide docking database","opaque","opaque",5,"gwi","idd","dd","genome-wide","docking","database",4
24767249,2014,"gmtv","genome-wide mycobacterium tuberculosis variation","opaque","opaque",4,"gmt","mtv","tv","genome-wide","mycobacterium tuberculosis","variation",5
25428361,2015,"grasp","genome-wide repository of associations between snps and phenotypes","opaque","opaque",5,"gra","asp","sp","genome-wide","repository of associations between snps and","phenotypes",9
27794040,2017,"gold","genomes online database","opaque","opaque",4,"gol","old","ld","genomes","online","database",3
27045824,2016,"gpkb","genomic and proteomic knowledge base","opaque","opaque",4,"gpk","pkb","kb","genomic","and proteomic knowledge","base",5
28771471,2017,"geome","genomic observatories metadatabase","opaque","opaque",5,"geo","ome","me","genomic","observatories","metadatabase",3
24007337,2013,"grasp","genomic resource access for stoichioproteomics","opaque","opaque",5,"gra","asp","sp","genomic","resource access for","stoichioproteomics",5
26673694,2016,"gtrnadb","genomic trna database","translucent","opaque",7,"gtr","adb","db","genomic","trna","database",3
32330167,2020,"geoboundaries","geoboundaries global administrative database","opaque","translucent",13,"geo","ies","es","geoboundaries","global administrative","database",4
27037912,2016,"gamdb","gerontology-autophagic-microrna database","opaque","opaque",5,"gam","mdb","db","gerontology-autophagic-microrna","","database",4
25010047,2014,"gbm-biodp","glioblastoma bio discovery portal","opaque","opaque",9,"gbm","odp","dp","glioblastoma","bio discovery","portal",4
30365027,2019,"gcmeta","global catalogue of metagenomics","opaque","opaque",6,"gcm","eta","ta","global","catalogue of","metagenomics",4
24377417,2013,"gcm","global catalogue of microorganisms","opaque","opaque",3,"gcm","gcm","cm","global","catalogue of","microorganisms",4
33119759,2021,"gctype","global catalogue of type strain","opaque","opaque",6,"gct","ype","pe","global","catalogue of type","strain",5
34158935,2021,"gemi","global earth mineral inventory","opaque","opaque",4,"gem","emi","mi","global","earth mineral","inventory",4
27694206,2016,"ggbn","global genome biodiversity network","opaque","opaque",4,"ggb","gbn","bn","global","genome biodiversity","network",4
24336862,2014,"giga","global invertebrate genomics alliance","opaque","opaque",4,"gig","iga","ga","global","invertebrate genomics","alliance",4
27504778,2016,"gnps","global natural products social molecular networking","opaque","opaque",4,"gnp","nps","ps","global","natural products social molecular","networking",6
34378141,2022,"gpgd","global pharmacopoeia genome database","opaque","opaque",4,"gpg","pgd","gd","global","pharmacopoeia genome","database",4
23104379,2013,"gfdb","glycan fragment database","opaque","opaque",4,"gfd","fdb","db","glycan","fragment","database",3
31841142,2020,"glymdb","glycan microarray database","opaque","translucent",6,"gly","mdb","db","glycan","microarray","database",3
32163115,2020,"grall","glycine receptor allosteric ligands library","opaque","opaque",5,"gra","all","ll","glycine","receptor allosteric ligands","library",5
27436239,2016,"glycogait","glycosylation and gut associated immune tolerance","opaque","translucent",9,"gly","ait","it","glycosylation","and gut associated immune","tolerance",6
