"ID","pubYear","best_common","best_full","stat","bio","common_length","common_first_3","common_last_3","common_last_2"
26073932,2015,"pedican","database of pediatric cancers","opaque","translucent",7,"ped","can","an"
33216893,2020,"dpl","database of peptide ligand","opaque","opaque",3,"dpl","dpl","pl"
25534750,2014,"dbppt","database of Phosphorylation site in PlanTs","opaque","opaque",5,"dbp","ppt","pt"
32472030,2020,"dbpsp","database of phosphorylation sites in prokaryotes","opaque","opaque",5,"dbp","psp","sp"
23952586,2013,"mycosec","database of potential mycobacterial secretomes","opaque","translucent",7,"myc","sec","ec"
31713636,2020,"disprot","Database of Protein Disorder","opaque","opaque",7,"dis","rot","ot"
27478368,2016,"pimadb","database of protein-protein interactions in huge macromolecular assemblies","opaque","opaque",6,"pim","adb","db"
31581093,2021,"dorman","Database of Reconstructed Metabolic Networks","opaque","opaque",6,"dor","man","an"
30622655,2019,"rexdb","database of retrotransposon protein domains","opaque","opaque",5,"rex","xdb","db"
25228593,2014,"radb","Database of Rheumatoid Arthritis-related Polymorphisms","opaque","opaque",4,"rad","adb","db"
23074185,2013,"darned","DAtabase of RNa EDiting in humans","opaque","opaque",6,"dar","ned","ed"
30668832,2019,"dashr","Database of small human noncoding RNAs","opaque","opaque",5,"das","shr","hr"
23846594,2013,"dosa","Database of Structural Alignments","opaque","opaque",4,"dos","osa","sa"
33641184,2022,"dbstrips","Database of Structural Repeats in Proteins","opaque","opaque",8,"dbs","ips","ps"
27924039,2017,"flyrnai","database of the Drosophila RNAi Screening Center","translucent","transparent",7,"fly","nai","ai"
24081580,2014,"3did","database of three-dimensional interacting domains","opaque","opaque",4,"3di","did","id"
29236308,2018,"dbtflc","Database of Transcription Factors in Lung Cancer","opaque","opaque",6,"dbt","flc","lc"
22086958,2012,"dbtss","DataBase of Transcriptional Start Sites","opaque","opaque",5,"dbt","tss","ss"
24198712,2013,"vascan","Database of Vascular Plants of Canada","opaque","opaque",6,"vas","can","an"
34405389,2022,"dowls-man","Database of Word-Level Statistics for Mandarin Chinese","opaque","opaque",9,"dow","man","an"
29764375,2018,"dbatm","database resource for Aquatic Animals' Transcriptome","opaque","opaque",5,"dba","atm","tm"
29209336,2017,"drdb","Date Palm Genomic Resource Database","opaque","opaque",4,"drd","rdb","db"
27375595,2016,"dgv","Dengue Genographic Viewer","opaque","opaque",3,"dgv","dgv","gv"
24700709,2014,"dbdb","Developmental Brain Disorders Database","opaque","opaque",4,"dbd","bdb","db"
24434032,2014,"dbm-db","diamondback moth Genome Database","opaque","opaque",6,"dbm","-db","db"
26030752,2015,"dmd","Dietary MicroRNA Databases","opaque","opaque",3,"dmd","dmd","md"
34366563,2021,"dsld","Dietary Supplement Label Database","opaque","opaque",4,"dsl","sld","ld"
26048622,2016,"pedsdti","diffusion tensor imaging (DTI) component of the NIH MRI study of normal brain development","opaque","opaque",7,"ped","dti","ti"
26481352,2016,"dida","DIgenic diseases DAtabase","opaque","opaque",4,"did","ida","da"
25232097,2015,"daa","Digital Ageing Atlas","opaque","opaque",3,"daa","daa","aa"
30942868,2019,"dee2","Digital Expression Explorer 2","opaque","opaque",4,"dee","ee2","e2"
22493695,2012,"dfl","Digital Fish Library","opaque","opaque",3,"dfl","dfl","fl"
21249531,2011,"diadem","DIgital reconstruction of Axonal and DEndritic Morphology","opaque","opaque",6,"dia","dem","em"
27173524,2016,"dptedb","dioecious plant transposable element database","opaque","opaque",6,"dpt","edb","db"
23197658,2013,"dga","Disease and Gene Annotations database","opaque","opaque",3,"dga","dga","ga"
22079417,2012,"dacs-db","disease associated cytokine SNP database","opaque","opaque",7,"dac","-db","db"
33426407,2019,"dsstox","Distributed Structure-Searchable Toxicity (DSSTox) Database","opaque","opaque",6,"dss","tox","ox"
24194602,2014,"ddbj","DNA Data Bank of Japan","opaque","opaque",4,"ddb","dbj","bj"
31598709,2020,"dnmivd","DNA Methylation Interactive Visualization Database","opaque","opaque",6,"dnm","ivd","vd"
28234924,2017,"dnapod","DNA polymorphism annotation database","translucent","translucent",6,"dna","pod","od"
25853886,2015,"aldb","domestic-animal lncRNA database","opaque","opaque",4,"ald","ldb","db"
22110032,2012,"dampd","Dragon Antimicrobial Peptide Database","opaque","opaque",5,"dam","mpd","pd"
23415072,2013,"desmsci","Dragon Exploration System on Marine Sponge Compounds Interactions","opaque","opaque",7,"des","sci","ci"
25326239,2014,"deop","Dragon Explorer of Osmoprotection associated Pathways","opaque","opaque",4,"deo","eop","op"
32527280,2020,"ddiem","Drug Database for Inborn Errors of Metabolism","opaque","opaque",5,"ddi","iem","em"
34774049,2021,"dream","Drug Response Gene Expression Associated Map","opaque","opaque",5,"dre","eam","am"
25990557,2015,"dsigdb","Drug Signatures Database","opaque","opaque",6,"dsi","gdb","db"
24122041,2013,"dgidb","Drug-Gene Interaction database","opaque","opaque",5,"dgi","idb","db"
23109553,2013,"ecmdb","E coli Metabolome Database","opaque","opaque",5,"ecm","mdb","db"
32964659,2020,"eanpdb","Eastern Africa Natural Products Database","opaque","opaque",6,"ean","pdb","db"
24302289,2013,"eddb","Eating Disorder database","opaque","opaque",4,"edd","ddb","db"
30357418,2019,"edk","Editome-Disease Knowledgebase","opaque","opaque",3,"edk","edk","dk"
23411718,2013,"eimeriatdb","Eimeria transcript DB","opaque","translucent",10,"eim","tdb","db"
22828716,2012,"ecg-view","Electrocardiogram Vigilance with Electronic data Warehouse II","opaque","opaque",8,"ecg","iew","ew"
30008982,2018,"emdb","Electron Microscopy Data Bank","opaque","opaque",4,"emd","mdb","db"
24318814,2014,"emage","Electronic Mouse Atlas of Gene Expression","opaque","opaque",5,"ema","age","ge"
23798489,2013,"efg","Electronic resource for Fusarium graminearum","opaque","opaque",3,"efg","efg","fg"
23794736,2013,"escape","Embryonic Stem Cell Atlas of Pluripotency Evidence","opaque","opaque",6,"esc","ape","pe"
32728249,2020,"encode","Encyclopedia of DNA Elements","opaque","opaque",6,"enc","ode","de"
28981707,2018,"epd","Encyclopedia of Proteome Dynamics","opaque","opaque",3,"epd","epd","pd"
29106618,2018,"eram","encyclopedia of Rare disease Annotations for precision medicine","opaque","opaque",4,"era","ram","am"
26699919,2016,"ecgene","Endometrial Cancer Gene database","translucent","translucent",6,"ecg","ene","ne"
23340253,2013,"edr","Endometrium Database Resource","opaque","opaque",3,"edr","edr","dr"
23161695,2013,"epros","Energy Profile Suite","opaque","opaque",5,"epr","ros","os"
23203870,2013,"eendb","engineered endonuclease database","opaque","opaque",5,"een","ndb","db"
24678734,2014,"epslim","ensemble predictor for short linear motifs","opaque","opaque",6,"eps","lim","im"
27664130,2016,"envo","Environment Ontology","opaque","opaque",4,"env","nvo","vo"
26582924,2016,"envipath","Environmental Contaminant Biotransformation Pathway Resource","opaque","translucent",8,"env","ath","th"
25324316,2015,"ezcatdb","enzyme reaction database","opaque","translucent",7,"ezc","tdb","db"
30446142,2019,"eps-db","EPS Database","opaque","opaque",6,"eps","-db","db"
25352573,2015,"ecodab","Escherichia coli O-antigen database","opaque","opaque",6,"eco","dab","ab"
25414353,2015,"ehfpi","Essential Host Factors for Pathogenic Infection","opaque","opaque",5,"ehf","fpi","pi"
23897986,2013,"eadb","Estrogenic Activity Database","opaque","opaque",4,"ead","adb","db"
21317139,2011,"egob","eukaryotic Gene Order Browser","opaque","opaque",4,"ego","gob","ob"
22110040,2012,"elm","eukaryotic linear motif","opaque","opaque",3,"elm","elm","lm"
30476229,2019,"enpd","Eukaryotic nucleic acid binding protein database","opaque","opaque",4,"enp","npd","pd"
23175615,2013,"eupathdb","Eukaryotic Pathogen Genomics Database Resource","opaque","translucent",8,"eup","hdb","db"
32008039,2021,"epsd","eukaryotic phosphorylation site database","opaque","opaque",4,"eps","psd","sd"
31680159,2020,"epd","Eukaryotic Promoter Database","opaque","opaque",3,"epd","epd","pd"
29351734,2018,"eogd","Euplotes octocarinatus Genome Database","opaque","opaque",4,"eog","ogd","gd"
24569102,2015,"eco","European Cancer Observatory","opaque","opaque",3,"eco","eco","co"
22080548,2012,"ena","European Nucleotide Archive","opaque","opaque",3,"ena","ena","na"
24444128,2014,"egtc","Exchangeable Gene Trap Clones","opaque","opaque",4,"egt","gtc","tc"
32862462,2021,"exed","Expansin Engineering Database","opaque","opaque",4,"exe","xed","ed"
25378301,2015,"mirdb","extracellular matrix interaction database","opaque","translucent",5,"mir","rdb","db"
34048547,2021,"emirit","extracting miRNA Information from Text","opaque","opaque",6,"emi","rit","it"
34368755,2021,"fimdb","Face Image Meta-Database","opaque","opaque",5,"fim","mdb","db"
33511767,2021,"fawmine","Fall Armyworm Genome Database","opaque","opaque",7,"faw","ine","ne"
32076423,2020,"fhldb","Familial Hemophagocytic Database","opaque","opaque",5,"fhl","ldb","db"
23993619,2013,"afish","FAO/INFOODS database on fish and shellfish","translucent","translucent",5,"afi","ish","sh"
28245064,2017,"fred","Fine-Root Ecology Database","opaque","opaque",4,"fre","red","ed"
22715304,2012,"fbis","Fish Barcode Information System","opaque","opaque",4,"fbi","bis","is"
26317619,2015,"fmir","Fish Mitogenome Resource","opaque","opaque",4,"fmi","mir","ir"
29126995,2018,"fvd","fish-associated virus database","opaque","opaque",3,"fvd","fvd","vd"
26476447,2016,"flor-id","Flowering-Interactive Database","opaque","opaque",7,"flo","-id","id"
33511845,2021,"fmodb","FMO Database","opaque","opaque",5,"fmo","odb","db"
34626475,2021,"feda","Food Enzyme Database","opaque","opaque",4,"fed","eda","da"
23459781,2013,"frida","FoodCast Research Image Database","opaque","opaque",5,"fri","ida","da"
26456067,2016,"flad","Forensic Loci Allele Database","opaque","opaque",4,"fla","lad","ad"
29175726,2018,"frog-kb","Forensic Resource/Reference on Genetics-knowledge base","opaque","opaque",7,"fro","-kb","kb"
23951158,2013,"fmmdb","Foxtail millet Marker Database","opaque","opaque",5,"fmm","mdb","db"
25005261,2014,"fmtfdb","foxtail millet transcription factors database","opaque","opaque",6,"fmt","fdb","db"
34793786,2022,"fccp","Fragrance Chemicals in Children's Products","opaque","opaque",4,"fcc","ccp","cp"
25352729,2014,"fcdd","Fruit Crops Diseases Database","opaque","opaque",4,"fcd","cdd","dd"
33897975,2021,"fgdb","FSH Glycans DataBase","opaque","opaque",4,"fgd","gdb","db"
31034103,2019,"fat-ptm","Functional Analysis Tools for Post-Translational Modifications","opaque","opaque",7,"fat","ptm","tm"
34220930,2021,"faang","Functional Annotation of Animal Genomes","opaque","opaque",5,"faa","ang","ng"
27794045,2017,"fantom5","Functional ANnoTation Of the Mammalian genome","opaque","opaque",7,"fan","om5","m5"
28077567,2017,"farme","Functional Antibiotic Resistant Metagenomic Element","opaque","opaque",5,"far","rme","me"
24101916,2013,"fungene","Functional gene pipeline and repository","opaque","translucent",7,"fun","ene","ne"
25260589,2014,"foam","Functional Ontology Assignments for Metagenomes","opaque","opaque",4,"foa","oam","am"
24564786,2013,"fpdb","Fungal PCWDE Database","opaque","opaque",4,"fpd","pdb","db"
24885079,2014,"fpoxdb","Fungal Peroxidase Database","opaque","opaque",6,"fpo","xdb","db"
21300622,2011,"funseckb","Fungal Secretome KnowledgeBase","opaque","translucent",8,"fun","ckb","kb"
29688353,2018,"fsd","Fungal Stress Database","opaque","opaque",3,"fsd","fsd","sd"
23757396,2013,"fsrd","Fungal Stress Response Database","opaque","opaque",4,"fsr","srd","rd"
22267904,2012,"fed","Fusion Events Database","opaque","opaque",3,"fed","fed","ed"
30407583,2019,"fusiongdb","fusion gene annotation DataBase","opaque","transparent",9,"fus","gdb","db"
27794553,2017,"fuzdb","FuzDB database","opaque","opaque",5,"fuz","zdb","db"
21410407,2011,"gripdb","G protein coupled Receptor Interaction Partners DataBase","opaque","opaque",6,"gri","pdb","db"
24304901,2014,"gpcrdb","G protein-coupled receptors database","opaque","opaque",6,"gpc","rdb","db"
23161677,2013,"g4ldb","G-quadruplex ligands database","opaque","opaque",5,"g4l","ldb","db"
24150938,2014,"geisha","Gallus Expression In Situ Hybridization Analysis","opaque","opaque",6,"gei","sha","ha"
26851225,2017,"ged","gametogenesis epigenetic modification database","opaque","opaque",3,"ged","ged","ed"
27127885,2016,"gcgene","Gastric Cancer Gene database","translucent","translucent",6,"gcg","ene","ne"
30268934,2018,"gaad","Gene and Autoimmiune Disease Association Database","opaque","opaque",4,"gaa","aad","ad"
31296229,2019,"gent2","Gene Expression database of Normal and Tumor tissues 2","opaque","opaque",5,"gen","nt2","t2"
34877793,2022,"gepsdb","Gene Expression Database of Poplar under Stress","opaque","opaque",6,"gep","sdb","db"
31277321,2019,"geds","Gene Expression Display Server","opaque","opaque",4,"ged","eds","ds"
22123736,2012,"goa","Gene Ontology Annotation","opaque","opaque",3,"goa","goa","oa"
33290552,2021,"goc","Gene Ontology Resource","opaque","opaque",3,"goc","goc","oc"
26039571,2015,"gpa","Gene Perturbation Atlas","opaque","opaque",3,"gpa","gpa","pa"
32055858,2020,"greg","Gene Regulation Graph Database","opaque","opaque",4,"gre","reg","eg"
30445619,2019,"gtrd","Gene Transcription Regulation Database","opaque","opaque",4,"gtr","trd","rd"
28453687,2017,"gdisc","gene-drug Interaction for survival in cancer","opaque","opaque",5,"gdi","isc","sc"
27102089,2016,"gat","gene-set activity toolbox","opaque","opaque",3,"gat","gat","at"
21609420,2011,"gisao.db","Genes involved in senescence apoptosis and oxidative stress database","opaque","opaque",8,"gis",".db","db"
27242038,2016,"gesdb","Genetic Epidemiology Simulation Database","opaque","opaque",5,"ges","sdb","db"
31725863,2017,"grons","Genetic Resources Of Nicotine and Smoking","opaque","opaque",5,"gro","ons","ns"
23193275,2013,"gtr","Genetic Testing Registry","opaque","opaque",3,"gtr","gtr","tr"
31283070,2019,"vipdb","genetic Variant Impact Predictor Database","opaque","opaque",5,"vip","pdb","db"
34859531,2022,"gnomad","Genome Aggregation Database","opaque","opaque",6,"gno","mad","ad"
22417913,2012,"gcd","Genome Composition Database","opaque","opaque",3,"gcd","gcd","cd"
30357347,2019,"gdr","Genome Database for Rosaceae","opaque","opaque",3,"gdr","gdr","dr"
28387199,2017,"gsa","Genome Sequence Archive","opaque","opaque",3,"gsa","gsa","sa"
31608375,2019,"gsad","Genome Size in Asteraceae Database","opaque","opaque",4,"gsa","sad","ad"
31210272,2019,"graingenes","Genome Specific Primers","opaque","translucent",10,"gra","nes","es"
32758136,2020,"gsdb","Genome Structure Database","opaque","opaque",4,"gsd","sdb","db"
29069473,2018,"gvm","Genome Variation Map","opaque","opaque",3,"gvm","gvm","vm"
34175476,2021,"gwh","Genome Warehouse","opaque","opaque",3,"gwh","gwh","wh"
25065645,2014,"ectogem","genome-scale metabolic network of Ectocarpus","opaque","opaque",7,"ect","gem","em"
23245398,2012,"gwidd","Genome-Wide Docking Database","opaque","opaque",5,"gwi","idd","dd"
24767249,2014,"gmtv","Genome-wide Mycobacterium tuberculosis Variation","opaque","opaque",4,"gmt","mtv","tv"
25428361,2015,"grasp","Genome-Wide Repository of Associations between SNPs and Phenotypes","opaque","opaque",5,"gra","asp","sp"
27794040,2017,"gold","Genomes OnLine Database","opaque","opaque",4,"gol","old","ld"
27045824,2016,"gpkb","Genomic and Proteomic Knowledge Base","opaque","opaque",4,"gpk","pkb","kb"
28771471,2017,"geome","Genomic Observatories Metadatabase","opaque","opaque",5,"geo","ome","me"
24007337,2013,"grasp","Genomic Resource Access for Stoichioproteomics","opaque","opaque",5,"gra","asp","sp"
26673694,2016,"gtrnadb","Genomic tRNA Database","translucent","opaque",7,"gtr","adb","db"
32330167,2020,"geoboundaries","geoBoundaries Global Administrative Database","opaque","translucent",13,"geo","ies","es"
27037912,2016,"gamdb","Gerontology-Autophagic-MicroRNA Database","opaque","opaque",5,"gam","mdb","db"
25010047,2014,"gbm-biodp","Glioblastoma Bio Discovery Portal","opaque","opaque",9,"gbm","odp","dp"
30365027,2019,"gcmeta","Global Catalogue of Metagenomics","opaque","opaque",6,"gcm","eta","ta"
24377417,2013,"gcm","Global catalogue of microorganisms","opaque","opaque",3,"gcm","gcm","cm"
33119759,2021,"gctype","Global Catalogue of Type Strain","opaque","opaque",6,"gct","ype","pe"
34158935,2021,"gemi","Global Earth Mineral Inventory","opaque","opaque",4,"gem","emi","mi"
27694206,2016,"ggbn","Global Genome Biodiversity Network","opaque","opaque",4,"ggb","gbn","bn"
24336862,2014,"giga","Global Invertebrate Genomics Alliance","opaque","opaque",4,"gig","iga","ga"
27504778,2016,"gnps","Global Natural Products Social Molecular Networking","opaque","opaque",4,"gnp","nps","ps"
34378141,2022,"gpgd","Global Pharmacopoeia Genome Database","opaque","opaque",4,"gpg","pgd","gd"
23104379,2013,"gfdb","glycan fragment database","opaque","opaque",4,"gfd","fdb","db"
31841142,2020,"glymdb","Glycan Microarray Database","opaque","translucent",6,"gly","mdb","db"
32163115,2020,"grall","Glycine Receptor Allosteric Ligands Library","opaque","opaque",5,"gra","all","ll"
27436239,2016,"glycogait","Glycosylation and Gut Associated Immune Tolerance","opaque","translucent",9,"gly","ait","it"
33965348,2021,"ggvd","goat genome variation database","opaque","translucent",4,"ggv","gvd","vd"
28365739,2017,"grtedb","Gossypium raimondii transposable elements database","opaque","opaque",6,"grt","edb","db"
20931385,2011,"gramene","Gramene Database","opaque","opaque",7,"gra","ene","ne"
31592084,2019,"gcgvd","Grass Carp Genomic Visualization Database","opaque","translucent",5,"gcg","gvd","vd"
26578586,2016,"greenc","Green Non-Coding Database","opaque","opaque",6,"gre","enc","nc"
33252190,2021,"grindb","GRIN database","opaque","opaque",6,"gri","ndb","db"
21337704,2011,"gpde","Griss Proteomics Database Engine","opaque","opaque",4,"gpd","pde","de"
32496513,2021,"gutmega","gut MEtaGenome Atlas","opaque","opaque",7,"gut","ega","ga"
22016855,2011,"gydb","Gypsy Database concerning Mobile Genetic","opaque","opaque",4,"gyd","ydb","db"
23245335,2013,"h-invdb","H-Invitational Database","opaque","opaque",7,"h-i","vdb","db"
25450223,2014,"higdb","Haemophilus influenzae Genome Database","opaque","opaque",5,"hig","gdb","db"
25468930,2014,"hprotdb","Halophile protein database","opaque","translucent",7,"hpr","tdb","db"
23095476,2012,"hfwadb","Hawaiian Freshwater Algal Database","opaque","opaque",6,"hfw","adb","db"
27527702,2016,"hcvivdb","HCV IRES variation database","opaque","opaque",7,"hcv","vdb","db"
31139565,2019,"hncdb","Head and Neck Cancer Database","opaque","opaque",5,"hnc","cdb","db"
22874333,2012,"hetop","Health Terminology/Ontology Portal","opaque","opaque",5,"het","top","op"
30053237,2018,"hdncrna","Heart Disease-related Non-coding RNAs Database","translucent","translucent",7,"hdn","rna","na"
34791105,2021,"hfip","Heart Failure Integrated Platform","opaque","opaque",4,"hfi","fip","ip"
22923302,2012,"hspir","Heat shock protein information resource","opaque","opaque",5,"hsp","pir","ir"
33417691,2021,"hgfdb","Helmeted Guinea Fowl Database","opaque","opaque",5,"hgf","fdb","db"
21760913,2011,"helmcop","Helminth Control and Prevention","opaque","opaque",7,"hel","cop","op"
23281827,2012,"hsd","Helminth Secretome Database","opaque","opaque",3,"hsd","hsd","sd"
26590403,2016,"sbr-blood","hematopoietic Systems Biology Repository","opaque","translucent",9,"sbr","ood","od"
28708269,2017,"hemeoxdb","Heme Oxygenase Database","opaque","transparent",8,"hem","xdb","db"
22064861,2012,"hfv","hemorrhagic fever virus database","opaque","opaque",3,"hfv","hfv","fv"
21930248,2011,"hcvpro","hepatitis C virus protein interaction database","opaque","opaque",6,"hcv","pro","ro"
30266410,2018,"hccdb","Hepatocellular carcinoma database","opaque","opaque",5,"hcc","cdb","db"
34164644,2021,"hfbd","HF biomarker knowledge database","opaque","opaque",4,"hfb","fbd","bd"
33259604,2020,"hahmir.db","High-Altitude Human miRNA Database","opaque","translucent",9,"hah",".db","db"
28365729,2017,"hivoligodb","HIV oligonucleotide database","opaque","transparent",10,"hiv","odb","db"
27189608,2016,"hla-adr","HLA and Adverse Drug Reaction Database","opaque","opaque",7,"hla","adr","dr"
23016940,2011,"homeodb2","Homeobox gene database","opaque","opaque",8,"hom","db2","b2"
24931751,2014,"hombrex","Homeopathy Basic Research experiments","opaque","opaque",7,"hom","rex","ex"
26586801,2016,"hocomoco","Homo sapiens comprehensive model collection","opaque","opaque",8,"hoc","oco","co"
29315358,2018,"htt-db","Horizontal Transposon Transfer DataBase","opaque","opaque",6,"htt","-db","db"
25178365,2014,"hsdb","Horse Single Nucleotide Polymorphism and Expression Database","opaque","opaque",4,"hsd","sdb","db"
33045729,2021,"gimica","Host Genetic and Immune Factors Shaping Human Microbiota","opaque","opaque",6,"gim","ica","ca"
29028885,2018,"hotresdb","Host Transcriptional Response DataBase","opaque","opaque",8,"hot","sdb","db"
24137008,2014,"hopaci-db","host-Pseudomonas and Coxiella interaction database","opaque","opaque",9,"hop","-db","db"
23193293,2013,"hagr","Human Ageing Genomic Resources","opaque","opaque",4,"hag","agr","gr"
22613085,2012,"haltorf","Human alternative open reading frames","opaque","translucent",7,"hal","orf","rf"
28212602,2017,"happi","Human Annotated and Predicted Protein Interactions","opaque","opaque",5,"hap","ppi","pi"
30066211,2018,"hamdb","Human Autophagy Modulator Database","opaque","opaque",5,"ham","mdb","db"
34642750,2021,"hbfp","human body fluid proteome","opaque","opaque",4,"hbf","bfp","fp"
31976536,2020,"hbdb","Human Breathomics Database","opaque","opaque",4,"hbd","bdb","db"
29088455,2018,"hcmdb","human cancer metastasis database","opaque","opaque",5,"hcm","mdb","db"
28529078,2017,"hcsgd","Human Cellular Senescence Gene Database","opaque","opaque",5,"hcs","sgd","gd"
25332398,2015,"depod","human DEPhOsphorylation Database","opaque","opaque",5,"dep","pod","od"
23369322,2013,"hdam","Human Disease Associated Mutation","opaque","opaque",4,"hda","dam","am"
33439542,2021,"hdg","Human Disease Genes website series","opaque","opaque",3,"hdg","hdg","dg"
26631432,2016,"hdi","Human Disease Insight","opaque","opaque",3,"hdi","hdi","di"
22135302,2012,"diseasemeth","human disease methylation database","translucent","transparent",11,"dis","eth","th"
29077884,2018,"hedd","Human Enhancer Disease Database","opaque","opaque",4,"hed","edd","dd"
33119754,2021,"hera","Human enhancer RNA Atlas","opaque","opaque",4,"her","era","ra"
22761927,2012,"hemd","human epigenetic enzyme and modulator database","opaque","opaque",4,"hem","emd","md"
30032758,2018,"hfmdb","human fecal metabolome database","opaque","opaque",5,"hfm","mdb","db"
22140100,2012,"hgpd","Human Gene and Protein Database","opaque","opaque",4,"hgp","gpd","pd"
22948725,2012,"hgmd","Human Gene Mutation Database","opaque","opaque",4,"hgm","gmd","md"
23717556,2013,"hgpgd","human gene population genetic difference database","opaque","opaque",5,"hgp","pgd","gd"
27733501,2017,"hipsci","Human Induced Pluripotent Stem Cell Initiative","opaque","opaque",6,"hip","sci","ci"
31783725,2019,"hkpocket","Human Kinase Pocket","opaque","translucent",8,"hkp","ket","et"
23584836,2013,"hlgdb","Human Lysosome Gene Database","opaque","opaque",5,"hlg","gdb","db"
26209309,2015,"hma","human metabolic atlas","opaque","opaque",3,"hma","hma","ma"
30364956,2019,"hmdd","Human microRNA Disease Database","opaque","opaque",4,"hmd","mdd","dd"
28967693,2018,"huma","Human Mutation Analysis","opaque","opaque",4,"hum","uma","ma"
23585031,2013,"horde","Human Olfactory Receptor Data Explorer","opaque","opaque",5,"hor","rde","de"
34846641,2022,"hodd","Human Ophthalmic Diseases Database","opaque","opaque",4,"hod","odd","dd"
29760467,2018,"homd","Human Oral Microbiome Database","opaque","opaque",4,"hom","omd","md"
22165817,2011,"homer","Human Organ-specific Molecular","opaque","opaque",5,"hom","mer","er"
26578596,2016,"hpmc","Human Pan-Microbe Communities","opaque","opaque",4,"hpm","pmc","mc"
24217912,2014,"hpo","Human Phenotype Ontology project","opaque","opaque",3,"hpo","hpo","po"
22804825,2013,"hupho","human phosphatase portal","opaque","opaque",5,"hup","pho","ho"
32707486,2020,"hpscreg","Human Pluripotent Stem Cell Registry","opaque","opaque",7,"hps","reg","eg"
23282181,2012,"pcdq","human protein complex database","opaque","opaque",4,"pcd","cdq","dq"
34032471,2021,"hsp","Human Salivary Proteome Wiki","opaque","opaque",3,"hsp","hsp","sp"
30371817,2019,"sedb","human super-enhancer database","opaque","opaque",4,"sed","edb","db"
23436708,2013,"htpd","Human Testis Proteome Database","opaque","opaque",4,"htp","tpd","pd"
34534667,2021,"texas","Human Tissue-specific Exposome Atlas","opaque","opaque",5,"tex","xas","as"
22900683,2012,"htridb","Human Transcriptional Regulation Interactions database","opaque","opaque",6,"htr","idb","db"
24558441,2014,"htd","Human Transporter Database","opaque","opaque",3,"htd","htd","td"
28334239,2018,"coexpressmap","human-mouse general co-expression difference database","opaque","transparent",12,"coe","map","ap"
33515030,2021,"hvidb","Human-Virus Interaction DataBase","opaque","opaque",5,"hvi","idb","db"
29761469,2018,"hgd","Hymenoptera Genome Database","opaque","opaque",3,"hgd","hgd","gd"
23734660,2013,"iedb","Immune Epitope Database","opaque","opaque",4,"ied","edb","db"
22610854,2012,"iedb-ar","Immune Epitope Database Analysis Resource","opaque","opaque",7,"ied","-ar","ar"
23180793,2013,"ipd","Immuno Polymorphism Database","opaque","opaque",3,"ipd","ipd","pd"
23991755,2013,"iimdb","In Vivo/In Silico Metabolites Database","opaque","opaque",5,"iim","mdb","db"
28592645,2017,"isvdb","Inbred Strain Variant Database","opaque","opaque",5,"isv","vdb","db"
31231133,2019,"ipgb","Incontinentia Pigmenti Genetic Biobank","opaque","opaque",4,"ipg","pgb","gb"
22127860,2012,"indelfr","Indel Flanking Region Database","opaque","opaque",7,"ind","lfr","fr"
21624339,2011,"ilisi","Index of Italian Literature on Nursing Sciences","opaque","opaque",5,"ili","isi","si"
22102591,2012,"ibis","Inferred Biomolecular Interaction Server","opaque","opaque",4,"ibi","bis","is"
32941628,2021,"iddb","infertility disease database","opaque","opaque",4,"idd","ddb","db"
33929018,2021,"ibddb","Inflammatory Bowel Disease (IBD) Database","opaque","opaque",5,"ibd","ddb","db"
22260278,2012,"ird","Influenza Research Database","opaque","opaque",3,"ird","ird","rd"
26519466,2016,"ic4r","Information Commons for Rice","opaque","opaque",4,"ic4","c4r","4r"
24616562,2014,"ibin","Insect Barcode Informatica","opaque","opaque",4,"ibi","bin","in"
22984621,2012,"iiid","Insect Innate Immunity Database","opaque","opaque",4,"iii","iid","id"
29041922,2017,"ican","Institute Collection and Analysis of Nanobodies","opaque","opaque",4,"ica","can","an"
22698731,2012,"igfmdb","insulin-like growth factor mutation database","opaque","opaque",6,"igf","mdb","db"
28557712,2017,"ice","Integrated Chemical Environment","opaque","opaque",3,"ice","ice","ce"
33740463,2021,"icscb","Integrated Collection of Stem Cell Bank data","opaque","opaque",5,"ics","scb","cb"
24324765,2013,"indigo","INtegrated Data warehouse of mIcrobial GenOmes","opaque","opaque",6,"ind","igo","go"
26516188,2016,"iid","Integrated Interactions Database","opaque","opaque",3,"iid","iid","id"
22792232,2012,"img/m","Integrated Microbial Genomes and Metagenomes","opaque","opaque",5,"img","g/m","/m"
31665416,2020,"img-abc","Integrated Microbial Genomes Atlas of Biosynthetic gene Clusters","opaque","opaque",7,"img","abc","bc"
23046449,2012,"ipad","Integrated Pathway Analysis Database for Systematic Enrichment Analysis","opaque","opaque",4,"ipa","pad","ad"
23282057,2012,"intpath","Integrated Pathway gene relationship database","opaque","translucent",7,"int","ath","th"
22140115,2012,"ipavs","Integrated Pathway Resources","opaque","opaque",5,"ipa","avs","vs"
27841751,2016,"irrmc","Integrated Resource for Reproducibility in Macromolecular Crystallography","opaque","opaque",5,"irr","rmc","mc"
22120663,2011,"inoh","Integrating Network Objects with Hierarchies","opaque","opaque",4,"ino","noh","oh"
33406221,2021,"icysmod","integrative database for protein cysteine modifications in eukaryotes","opaque","translucent",7,"icy","mod","od"
27081555,2015,"ijgvd","integrative Japanese Genome Variation Database","opaque","opaque",5,"ijg","gvd","vd"
